"","RNA_ID","RNA_Name","RNA.Gene.Pvalue","RNA.Gene.Corr","Protein_ID","Approved_Symbol","Protein.Gene.Pvalue","Protein.Gene.Corr"
"169","ACTR10","ACTR10..55860..y",1.22329434821898e-28,0.533797157210849,"sp.Q9NZ32.ARP10_HUMAN","ACTR10",0.00299494404722662,-0.153912603194976
"170","ACTR1A","ACTR1A..10121..y",8.59652923330609e-20,0.449397198688649,"sp.P61163.ACTZ_HUMAN","ACTR1A",1.4071133624724e-05,0.223659100501405
"171","ACTR1B","ACTR1B..10120..y",1.50269172036324e-12,0.356804583952903,"sp.P42025.ACTY_HUMAN","ACTR1B",0.00137081889248883,0.184286772108119
"172","ACTR2","ACTR2..10097..y",8.04870323886287e-13,0.360852274062906,"sp.P61160.ARP2_HUMAN","ACTR2",0.973902201202302,-0.0017065227779282
"173","ACTR3","ACTR3..10096..y",1.26532779916471e-27,0.525227976356587,"sp.P61158.ARP3_HUMAN","ACTR3",1.07588115231196e-05,0.226597979164479
"174","ACTR3B","ACTR3B..57180..y",1.22470531111591e-22,0.479187325079085,"sp.Q9P1U1.ARP3B_HUMAN","ACTR3B",0.0439869867753659,0.106079915340736
"175","ACTR5","ACTR5..79913..y",4.17027551152155e-28,0.529329377067199,"sp.Q9H9F9.ARP5_HUMAN","ACTR5",0.00170072650764142,0.162602905811074
"176","ACTR6","ACTR6..64431..y",4.5072890387124e-15,0.39244118482289,"sp.Q9GZN1.ARP6_HUMAN","ACTR6",0.754142425465997,0.0169461074833912
"177","ACTR8","ACTR8..93973..y",1.48027047760823e-43,0.637292373529838,"sp.Q9H981.ARP8_HUMAN","ACTR8",7.3235270242277e-07,0.260334012117275
"178","ACVR1","ACVR1..90..y",1.77506607353191e-11,0.340204748998983,"sp.Q04771.ACVR1_HUMAN","ACVR1",4.61938468249668e-10,0.328297612522711
"179","ACVR1B","ACVR1B..91..y",5.38473289815864e-10,0.315499134757906,"sp.P36896.4.ACV1B_HUMAN",NA,0.173735590495937,0.0920408256964852
"180","ACVR2A","ACVR2A..92..y",1.18312623774513e-05,0.225562011505979,"sp.P27037.AVR2A_HUMAN","ACVR2A",0.753791824132305,0.0341096776534999
"181","ACY1","ACY1..95..y",4.55921213395511e-12,0.349463536743623,"sp.Q03154.ACY1_HUMAN","ACY1",1.37937320325361e-08,0.289706151952752
"182","ACY3","ACY3..91703..y",0.026645999036745,0.115244656123945,"sp.Q96HD9.ACY3_HUMAN","ACY3",0.258093478263444,0.11655581140124
"183","ACYP1","ACYP1..97..y",2.00336540898811e-06,0.244177085573929,"sp.P07311.ACYP1_HUMAN","ACYP1",0.210719562279185,0.065218412826898
"184","ACYP2","ACYP2..98..y",1.03844154952299e-06,0.250699944570306,"sp.P14621.ACYP2_HUMAN","ACYP2",0.0553228227605445,0.0997143449258024
"185","ADA","ADA..100..y",0.00630078765735105,0.141776174069567,"sp.P00813.ADA_HUMAN","ADA",0.445148440389626,0.0398129143740471
"186","ADAL","ADAL..161823..y",4.12521041072514e-08,0.280381255901228,"sp.Q6DHV7.ADAL_HUMAN","ADAL",0.00100316314821044,0.195566620522787
"187","ADAM10","ADAM10..102..y",4.79367769024086e-12,0.349127310519233,"sp.O14672.ADA10_HUMAN","ADAM10",1.17700709757078e-06,0.249470504771381
"188","ADAM12","ADAM12..8038..y",0.54300568782246,-0.0317220418575628,"sp.O43184.ADA12_HUMAN","ADAM12",0.312778126136498,0.120636256252362
"189","ADAM15","ADAM15..8751..y",8.51367916878203e-13,0.360490493686045,"sp.Q13444.5.ADA15_HUMAN",NA,3.82633962531053e-09,0.300208567337583
"190","ADAM17","ADAM17..6868..y",9.73626875493377e-15,0.387959922528831,"sp.P78536.ADA17_HUMAN","ADAM17",0.00313110582789817,0.153211065522462
"191","ADAM19","ADAM19..8728..y",0.000640640098513183,0.176674658310991,"sp.Q9H013.2.ADA19_HUMAN",NA,0.178886080124576,-0.152779160567329
"192","ADAM22","ADAM22..53616..y",0.149481331193594,0.0750812934207551,"sp.Q9P0K1.ADA22_HUMAN","ADAM22",0.710379145946365,-0.0385961351006717
"193","ADAM28","ADAM28..10863..y",0.581441679089285,0.0287510454378221,"sp.Q9UKQ2.ADA28_HUMAN","ADAM28",0.629252400159922,-0.0437774378093792
"194","ADAM8","ADAM8..101..y",0.0097635854114561,0.134186486585098,"sp.P78325.ADAM8_HUMAN","ADAM8",0.922019531727601,-0.00895456249364211
"195","ADAM9","ADAM9..8754..y",7.87783057089331e-05,0.2037829966153,"sp.Q13443.ADAM9_HUMAN","ADAM9",0.0224155437525494,0.118682369845051
"196","ADAMTS1","ADAMTS1..9510..y",0.00197360723822893,0.160358901100283,"sp.Q9UHI8.ATS1_HUMAN","ADAMTS1",0.59726420228135,0.0339180727477411
"197","ADAMTS12","ADAMTS12..81792..y",0.000157371262197535,0.195234856493455,"sp.P58397.ATS12_HUMAN","ADAMTS12",0.730981422799136,0.0274783849395569
"198","ADAMTS15","ADAMTS15..170689..y",0.133563317401815,0.0781366465705869,"sp.Q8TE58.ATS15_HUMAN","ADAMTS15",0.914473524091326,-0.0151117090673891
"199","ADAMTS3","ADAMTS3..9508..y",0.0267317107769751,0.115180017938842,"sp.O15072.ATS3_HUMAN","ADAMTS3",0.387221829018774,-0.112687244664179
"200","ADAMTS4","ADAMTS4..9507..y",0.0181251049953285,0.122799464118962,"sp.O75173.ATS4_HUMAN","ADAMTS4",0.668114106177398,0.0864463789685355
"201","ADAMTS5","ADAMTS5..11096..y",0.000109034130247898,0.199812416057372,"sp.Q9UNA0.ATS5_HUMAN","ADAMTS5",0.0864238940780585,-0.204953862750964
"202","ADAMTSL1","ADAMTSL1..92949..y",0.272444378413362,0.0572005726749901,"sp.Q8N6G6.ATL1_HUMAN","ADAMTSL1",0.265803320342948,-0.1283872349438
"203","ADAMTSL4","ADAMTSL4..54507..y",0.00168951839512114,0.162701960674263,"sp.Q6UY14.ATL4_HUMAN","ADAMTSL4",0.0337250502265226,0.148386129098619
"204","ADAP1","ADAP1..11033..y",0.0010657561200771,0.169473811773066,"sp.O75689.ADAP1_HUMAN","ADAP1",0.0111910836052614,0.140551798751177
"205","ADAP2","ADAP2..55803..y",0.00572723888823042,0.143383877391682,"sp.Q9NPF8.ADAP2_HUMAN","ADAP2",0.220722968557294,0.248599360699932
"206","ADAR","ADAR..103..y",9.79464904972993e-29,0.534599892958179,"sp.P55265.4.DSRAD_HUMAN",NA,2.23556240703412e-26,0.514350069959759
"207","ADARB1","ADARB1..104..y",3.74112844883477e-08,0.28122718048694,"sp.P78563.RED1_HUMAN","ADARB1",0.0110927707890199,0.146453197608734
"208","ADAT1","ADAT1..23536..y",1.23283127256526e-33,0.572738063287549,"sp.Q9BUB4.ADAT1_HUMAN","ADAT1",7.99442651376995e-08,0.333381475583959
"209","ADAT2","ADAT2..134637..y",2.02091811084085e-25,0.505737234218082,"sp.Q7Z6V5.ADAT2_HUMAN","ADAT2",0.000336231354253598,0.197391940267567
"210","ADAT3","ADAT3..113179..y",3.71177705491381e-15,0.393560387598838,"sp.Q96EY9.ADAT3_HUMAN","ADAT3",0.000471984736171267,0.200964019108685
"211","ADCK1","ADCK1..57143..y",4.66608967576307e-15,0.392241170559772,"sp.Q86TW2.ADCK1_HUMAN","ADCK1",0.00149568963467027,0.250577426933879
"212","ADCK2","ADCK2..90956..y",2.37072794927673e-18,0.433127509806132,"sp.Q7Z695.ADCK2_HUMAN","ADCK2",0.0641708053641336,0.234634380693084
"213","ADCK5","ADCK5..203054..y",1.0332867182276e-33,0.573297398612156,"sp.Q3MIX3.ADCK5_HUMAN","ADCK5",1.872186908135e-05,0.322743198104716
"214","ADCY10","ADCY10..55811..y",0.0169939310156896,0.124026057739259,"sp.Q96PN6.ADCYA_HUMAN","ADCY10",0.716303449906938,-0.0511032492332742
"215","ADCY3","ADCY3..109..y",2.02219416673346e-10,0.322821201275566,"sp.O60266.ADCY3_HUMAN","ADCY3",0.0477855274069756,0.128712692726381
"216","ADCY5","ADCY5..111..y",0.187083154267747,0.0687363524079323,"sp.O95622.ADCY5_HUMAN","ADCY5",0.827967662734059,0.0125984285553736
"217","ADCY6","ADCY6..112..y",0.000630376775428036,0.176898664761769,"sp.O43306.ADCY6_HUMAN","ADCY6",0.062690183677579,0.122939759507299
"218","ADCY7","ADCY7..113..y",1.79759087576847e-08,0.2874830240799,"sp.P51828.ADCY7_HUMAN","ADCY7",0.0977105231094629,0.185289027564796
"219","ADCY9","ADCY9..115..y",8.28802015235644e-07,0.252897317722404,"sp.O60503.ADCY9_HUMAN","ADCY9",0.00403876105273519,0.170710543462524
"220","ADD1","ADD1..118..y",2.32631461795986e-31,0.555633627242864,"sp.P35611.3.ADDA_HUMAN",NA,0.119652841802157,0.0810457599893129
"221","ADD2","ADD2..119..y",0.268548465919013,0.0576668399215539,"sp.P35612.ADDB_HUMAN","ADD2",0.0818672899968685,0.0917014616485228
"222","ADD3","ADD3..120..y",1.01653786174233e-05,0.227214261901975,"sp.Q9UEY8.ADDG_HUMAN","ADD3",1.29906425260508e-07,0.270232792514236
"223","ADH1C","ADH1C..126..y",0.572535560383213,-0.0294308895580597,"sp.P00326.ADH1G_HUMAN","ADH1C",0.400088639201538,-0.0744175156120063
"224","ADH4","ADH4..127..y",0.351827203961202,-0.0485387368015906,"sp.P08319.2.ADH4_HUMAN",NA,0.801100150635919,0.0660660859308187
"225","ADH5","ADH5..128..y",2.33029473959226e-15,0.396226272689115,"sp.P11766.ADHX_HUMAN","ADH5",5.88992647147195e-08,0.277274463627959
"226","ADH6","ADH6..130..y",0.786777265005569,0.0141095556033426,"sp.P28332.2.ADH6_HUMAN",NA,0.176416965806289,-0.210039223670169
"227","ADH7","ADH7..131..y",0.0651146557578343,-0.0959926983698984,"sp.P40394.2.ADH7_HUMAN",NA,0.171773391641565,-0.163987507832222
"228","ADI1","ADI1..55256..y",8.01061099578520e-09,0.294209111404463,"sp.Q9BV57.MTND_HUMAN","ADI1",0.000668684273314149,0.176079104399994
"229","ADIPOR1","ADIPOR1..51094..y",2.02340385698397e-29,0.540233903979642,"sp.Q96A54.ADR1_HUMAN","ADIPOR1",0.000467707975334823,0.232888400782071
"230","ADIPOR2","ADIPOR2..79602..y",2.1222412487595e-39,0.612021903412869,"sp.Q86V24.ADR2_HUMAN","ADIPOR2",0.0161544055308504,0.20299278014051
"231","ADIRF","ADIRF..10974..y",0.13228092359388,0.0783947419067119,"sp.Q15847.ADIRF_HUMAN","ADIRF",0.627502666271608,0.0253082718913221
"232","ADK","ADK..132..y",1.72163981378551e-18,0.434735369273608,"sp.P55263.ADK_HUMAN","ADK",1.51869123959773e-10,0.324925106065251
"233","ADM","ADM..133..y",0.000254513310019891,0.189075312672817,"sp.P35318.ADML_HUMAN","ADM",0.623101349161368,0.0771072815746595
"234","ADNP","ADNP..23394..y",4.05740425702434e-14,0.379469784699954,"sp.Q9H2P0.ADNP_HUMAN","ADNP",3.92833660688425e-07,0.260031368238603
"235","ADNP2","ADNP2..22850..y",2.09283781490294e-27,0.523350045645843,"sp.Q6IQ32.ADNP2_HUMAN","ADNP2",1.36575208546495e-09,0.352039166822624
"236","ADO","ADO..84890..y",2.45404215651223e-17,0.421113949430716,"sp.Q96SZ5.AEDO_HUMAN","ADO",1.94062247617766e-06,0.244497178226629
"237","ADPGK","ADPGK..83440..y",2.25699865308769e-30,0.5478971149645,"sp.Q9BRR6.ADPGK_HUMAN","ADPGK",1.16759473699582e-13,0.373019089206909
"238","ADPRH","ADPRH..141..y",0.0170944821766839,0.123914182668541,"sp.P54922.ADPRH_HUMAN","ADPRH",0.262632410556779,0.0758464943964778
"239","ADPRHL2","ADPRHL2..54936..y",2.40850130999266e-37,0.598627506052711,"sp.Q9NX46.ARHL2_HUMAN","ADPRHL2",7.3639716524856e-11,0.330172574512187
"240","ADRA2A","ADRA2A..150..y",0.869793844318126,-0.0085505897181515,"sp.P08913.ADA2A_HUMAN","ADRA2A",0.692555119202646,0.0682293726692878
"241","ADRM1","ADRM1..11047..y",4.65625292740122e-28,0.528924552368386,"sp.Q16186.ADRM1_HUMAN","ADRM1",0.0693013359584933,0.0945410331163199
"242","ADSL","ADSL..158..y",2.31275110813165e-25,0.505201520203085,"sp.P30566.PUR8_HUMAN","ADSL",2.63687257896841e-13,0.367947537586903
"243","ADSS","ADSS..159..y",1.68604821492145e-21,0.467615496963628,"sp.P30520.PURA2_HUMAN","ADSS",5.23935836456681e-10,0.315706466405501
"244","ADSSL1","ADSSL1..122622..y",3.29112714373798e-16,0.40718014850759,"sp.Q8N142.PURA1_HUMAN","ADSSL1",0.159051317053062,0.0742746229919156
"245","AEBP1","AEBP1..165..y",0.0245290806218795,-0.116900845918629,"sp.Q8IUX7.AEBP1_HUMAN","AEBP1",0.268527596931282,-0.0973751513953246
"246","AEBP2","AEBP2..121536..y",1.61971529440216e-38,0.606346380966345,"sp.Q6ZN18.AEBP2_HUMAN","AEBP2",4.14395411780885e-12,0.428804195403586
"247","AES","AES..166..y",7.1465521902953e-12,0.346435515287744,"sp.Q08117.2.AES_HUMAN",NA,0.00135928178117199,0.184424542448716
"248","AFAP1","AFAP1..60312..y",0.0586797278082632,0.0983811799242615,"sp.Q8N556.2.AFAP1_HUMAN",NA,0.0487332889839557,0.102539863987866
"249","AFAP1L1","AFAP1L1..134265..y",2.21968518768984e-06,0.243142594954094,"sp.Q8TED9.AF1L1_HUMAN","AFAP1L1",0.00410347852638343,0.181650280544504
"250","AFAP1L2","AFAP1L2..84632..y",0.000109381576419791,0.199773167386147,"sp.Q8N4X5.4.AF1L2_HUMAN",NA,0.000718760102509464,0.177220438310871
"251","AFF1","AFF1..4299..y",3.34509544937176e-13,0.366449523737265,"sp.P51825.2.AFF1_HUMAN",NA,9.78084642936122e-07,0.264115319676944
"252","AFF3","AFF3..3899..y",0.631964312625723,0.0249807871495737,"sp.P51826.2.AFF3_HUMAN",NA,0.436291038291639,-0.0431948910724735
"253","AFF4","AFF4..27125..y",1.67871199728213e-19,0.446184170625823,"sp.Q9UHB7.AFF4_HUMAN","AFF4",6.78695724265275e-07,0.254827529277482
"254","AFG3L2","AFG3L2..10939..y",3.58289230685358e-41,0.623083114487748,"sp.Q9Y4W6.AFG32_HUMAN","AFG3L2",3.73102583573641e-27,0.521177777379894
"255","AFMID","AFMID..125061..y",1.37316885003765e-09,0.308309102199671,"sp.Q63HM1.2.KFA_HUMAN",NA,0.0427419254358711,0.190133742493099
"256","AFP","AFP..174..y",0.0425172215418461,0.105515113031669,"sp.P02771.FETA_HUMAN","AFP",0.377598766646317,0.0545219266832159
"257","AFTPH","AFTPH..54812..y",7.34973748617842e-09,0.294915411572993,"sp.Q6ULP2.AFTIN_HUMAN","AFTPH",0.0561012795704595,0.0993993351398727
"258","AGA","AGA..175..y",2.68818031817648e-09,0.303027404329117,"sp.P20933.ASPG_HUMAN","AGA",2.83218409005546e-05,0.223991728884632
"259","AGAP1","AGAP1..116987..y",1.54928936845959e-10,0.32477906267115,"sp.Q9UPQ3.AGAP1_HUMAN","AGAP1",1.73141561828353e-09,0.348783436820343
"260","AGAP2","AGAP2..116986..y",0.00272687247253289,0.155382893855728,"sp.Q99490.2.AGAP2_HUMAN",NA,0.978830658944726,0.00218484415579161
"261","AGAP3","AGAP3..116988..y",5.45761521315488e-21,0.462285844262517,"sp.Q96P47.4.AGAP3_HUMAN",NA,3.56881509352699e-19,0.447452060059716
"262","AGFG1","AGFG1..3267..y",1.57518541280264e-13,0.371165343876338,"sp.P52594.4.AGFG1_HUMAN",NA,6.91889286980868e-09,0.295409802141159
"263","AGFG2","AGFG2..3268..y",6.1074438312078e-09,0.296427779448653,"sp.O95081.AGFG2_HUMAN","AGFG2",7.43211853469113e-06,0.236284100172336
"264","AGGF1","AGGF1..55109..y",5.71527380557296e-31,0.552597389606904,"sp.Q8N302.AGGF1_HUMAN","AGGF1",1.02438163780572e-07,0.278638404039323
"265","AGK","AGK..55750..y",2.61913337250005e-22,0.475877906407118,"sp.Q53H12.AGK_HUMAN","AGK",2.50899035026131e-19,0.444238422170952
"266","AGL","AGL..178..y",3.63350078562156e-19,0.442434248805809,"sp.P35573.GDE_HUMAN","AGL",1.59677283594854e-05,0.222260868425698
"267","AGMAT","AGMAT..79814..y",0.70122425582774,0.0200116837752532,"sp.Q9BSE5.SPEB_HUMAN","AGMAT",0.213442205792594,0.0656388950276265
"268","AGMO","AGMO..392636..y",0.0607380196960216,0.0975946542143358,"sp.Q6ZNB7.ALKMO_HUMAN","AGMO",0.648497040031306,0.091890720382463
"269","AGO1","AGO1..26523..y",5.67185835381755e-19,0.440250328818517,"sp.Q9UL18.AGO1_HUMAN","AGO1",0.00363150806960023,0.167713223996543
"270","AGO2","AGO2..27161..y",2.87938611731805e-24,0.495008181388488,"sp.Q9UKV8.AGO2_HUMAN","AGO2",1.92442604437332e-12,0.355184795439477
"271","AGO3","AGO3..192669..y",6.79299292879682e-17,0.415726325786508,"sp.Q9H9G7.AGO3_HUMAN","AGO3",0.0054680408576444,0.147784172724752
"272","AGO4","AGO4..192670..y",8.54457121573283e-13,0.360467146836619,"sp.Q9HCK5.AGO4_HUMAN","AGO4",0.0325031118192198,0.111189396369412
"273","AGPAT1","AGPAT1..10554..y",3.0139313412263e-16,0.407663179519655,"sp.Q99943.PLCA_HUMAN","AGPAT1",1.67734739314314e-11,0.35299702213303
"274","AGPAT2","AGPAT2..10555..y",2.18850508485045e-15,0.396583940716983,"sp.O15120.PLCB_HUMAN","AGPAT2",7.09205988248911e-06,0.233888272946991
"275","AGPAT3","AGPAT3..56894..y",2.09783229790501e-12,0.354617674049424,"sp.Q9NRZ7.3.PLCC_HUMAN",NA,0.000194685080487711,0.194621910341692
"276","AGPAT4","AGPAT4..56895..y",3.13127156665575e-06,0.239637031581028,"sp.Q9NRZ5.PLCD_HUMAN","AGPAT4",0.0853653920297783,0.10816215014006
"277","AGPAT5","AGPAT5..55326..y",2.55082716492574e-51,0.678926035280353,"sp.Q9NUQ2.PLCE_HUMAN","AGPAT5",2.83963286318111e-16,0.407989774163605
"278","AGPS","AGPS..8540..y",1.83036954576974e-10,0.323555357910689,"sp.O00116.ADAS_HUMAN","AGPS",3.0934914171302e-09,0.301909729022617
"279","AGR2","AGR2..10551..y",0.0011941990545307,0.167824768638462,"sp.O95994.AGR2_HUMAN","AGR2",0.0543288392705687,0.100121962691982
"280","AGR3","AGR3..155465..y",0.0201153678672231,0.120794801943801,"sp.Q8TD06.AGR3_HUMAN","AGR3",0.392761526142347,-0.0603003260476324
"281","AGRN","AGRN..375790..y",0.52532155824744,0.0331236123544341,"sp.O00468.6.AGRIN_HUMAN",NA,0.875379309833422,0.00818071591683148
"282","AGT","AGT..183..y",0.00729765040556756,0.139270657946791,"sp.P01019.ANGT_HUMAN","AGT",0.0604755511638916,0.177172600519917
"283","AGTPBP1","AGTPBP1..23287..y",1.2110373166114e-07,0.270865576534635,"sp.Q9UPW5.CBPC1_HUMAN","AGTPBP1",8.11884584390697e-05,0.228927606874371
"284","AGTRAP","AGTRAP..57085..y",0.000114437677258027,0.199214891804691,"sp.Q6RW13.ATRAP_HUMAN","AGTRAP",0.173646303609964,0.0708840560430874
"285","AGXT","AGXT..189..y",0.192261373237446,0.0679390309707431,"sp.P21549.SPYA_HUMAN","AGXT",0.619514033380046,0.0882916322089586
"286","AHCTF1","AHCTF1..25909..y",1.70541264141916e-25,0.506410052957182,"sp.Q8WYP5.2.ELYS_HUMAN",NA,0.0388721865874728,0.107434716416524
"287","AHCY","AHCY..191..y",1.22253718520469e-17,0.424746193547204,"sp.P23526.SAHH_HUMAN","AHCY",2.03996005060137e-05,0.219526527405639
"288","AHCYL1","AHCYL1..10768..y",5.50682826466141e-32,0.560436709110341,"sp.O43865.SAHH2_HUMAN","AHCYL1",7.14689997529418e-12,0.346435185686319
"289","AHCYL2","AHCYL2..23382..y",2.71222923814252e-13,0.367770517396386,"sp.Q96HN2.SAHH3_HUMAN","AHCYL2",4.87530275966274e-07,0.257989445790156
"290","AHDC1","AHDC1..27245..y",4.61650711575538e-17,0.417781619370431,"sp.Q5TGY3.AHDC1_HUMAN","AHDC1",5.89495568864247e-10,0.318534171595249
"291","AHNAK","AHNAK..79026..y",1.01622955409033e-05,0.227217552167458,"sp.Q09666.AHNK_HUMAN","AHNAK",1.07439226700179e-06,0.250366513504029
"292","AHNAK","AHNAK..79026..y",1.01622955409033e-05,0.227217552167458,"sp.Q09666.2.AHNK_HUMAN",NA,0.00354891991977634,0.218671108269743
"293","AHNAK2","AHNAK2..113146..y",0.00922364675114419,0.135192889052029,"sp.Q8IVF2.AHNK2_HUMAN","AHNAK2",0.022239113964958,0.118837574446566
"294","AHR","AHR..196..y",1.54078017668573e-15,0.398575444683875,"sp.P35869.AHR_HUMAN","AHR",9.56749242289897e-08,0.272979344546567
"295","AHSA1","AHSA1..10598..y",8.49779158146838e-32,0.558998802311007,"sp.O95433.AHSA1_HUMAN","AHSA1",3.95723343835332e-07,0.259962355878415
"296","AHSG","AHSG..197..y",0.915892252729722,0.00550897088682116,"sp.P02765.FETUA_HUMAN","AHSG",0.690815295548694,0.062436723362899
"297","AIDA","AIDA..64853..y",3.36025404433171e-05,0.213846003663317,"sp.Q96BJ3.AIDA_HUMAN","AIDA",6.67404129416548e-08,0.276174965012685
"298","AIF1","AIF1..199..y",0.346352173372613,0.0490926384591121,"sp.P55008.AIF1_HUMAN","AIF1",0.0197827034241366,0.14821450931748
"299","AIF1L","AIF1L..83543..y",0.402736889047431,0.0436271150955867,"sp.Q9BQI0.AIF1L_HUMAN","AIF1L",0.0358984644762491,0.109117090441953
"300","AIFM1","AIFM1..9131..y",1.2646781896884e-09,0.30894905333602,"sp.O95831.AIFM1_HUMAN","AIFM1",6.29233459316844e-06,0.232357313397537
"301","AIFM2","AIFM2..84883..y",2.56301344975268e-05,0.216947157873497,"sp.Q9BRQ8.AIFM2_HUMAN","AIFM2",0.00145938384077326,0.166909753832861
"302","AIMP1","AIMP1..9255..y",5.64752409139525e-12,0.348025481828929,"sp.Q12904.2.AIMP1_HUMAN",NA,0.00840862965244472,0.136815975825534
"303","AIMP2","AIMP2..7965..y",1.93191765556631e-23,0.487080840580133,"sp.Q13155.AIMP2_HUMAN","AIMP2",3.72133588397689e-07,0.260540491638726
"304","AIP","AIP..9049..y",6.89954520062574e-38,0.60222845912033,"sp.O00170.AIP_HUMAN","AIP",1.83952471397503e-12,0.355480935236189
"305","AJUBA","AJUBA..84962..y",2.82291861999579e-07,0.263122648409497,"sp.Q96IF1.AJUBA_HUMAN","AJUBA",5.24585318768802e-05,0.208645473732694
"306","AK1","AK1..203..y",6.32168150968659e-09,0.296146835341558,"sp.P00568.KAD1_HUMAN","AK1",0.00030631304318683,0.186649596114154
"307","AK2","AK2..204..y",2.18991620554385e-26,0.514429625693774,"sp.P54819.KAD2_HUMAN","AK2",0.00217752974639713,0.158860358319947
"308","AK3","AK3..50808..y",1.25429222404323e-38,0.6070667072848,"sp.Q9UIJ7.KAD3_HUMAN","AK3",4.70209329666634e-17,0.417684192468943
"309","AK4","AK4..205..y",5.04118695920095e-06,0.234695148863187,"sp.P27144.KAD4_HUMAN","AK4",2.20489517772606e-05,0.218651367426692
"310","AK5","AK5..26289..y",0.0242244803901042,0.117149211931355,"sp.Q9Y6K8.KAD5_HUMAN","AK5",0.072058376278624,0.0972480001560393
"311","AK6","AK6..102157402..y",2.55689700554484e-17,0.420898551325965,"sp.Q9Y3D8.KAD6_HUMAN","AK6",1.77761346579719e-10,0.32758568485013
"312","AKAP1","AKAP1..8165..y",1.39978613148341e-06,0.247758360155308,"sp.Q92667.AKAP1_HUMAN","AKAP1",2.30483946993601e-07,0.265000163643047
"313","AKAP10","AKAP10..11216..y",4.06481872644826e-67,0.746598804834512,"sp.O43572.AKA10_HUMAN","AKAP10",4.24727912045156e-14,0.392233756900792
"314","AKAP11","AKAP11..11215..y",6.5531291654762e-33,0.567392227913195,"sp.Q9UKA4.AKA11_HUMAN","AKAP11",1.09026742502413e-06,0.25022266765862
"315","AKAP12","AKAP12..9590..y",0.125581811228106,0.0797753501382176,"sp.Q02952.AKA12_HUMAN","AKAP12",0.523524243157295,0.0332673867047058
"316","AKAP13","AKAP13..11214..y",4.4344622831873e-13,0.364664238760458,"sp.Q12802.AKP13_HUMAN","AKAP13",2.54570936945306e-09,0.303459519354253
"317","AKAP17A","AKAP17A..8227..y",1.76638257576113e-20,0.456861706606984,"sp.Q02040.AK17A_HUMAN","AKAP17A",9.92444535184492e-13,0.359500488304104
"318","AKAP2","AKAP2..11217..y",0.0154686164848795,0.12579833967842,"sp.Q9Y2D5.6.AKAP2_HUMAN",NA,0.0193098773199609,0.121584361965147
"319","AKAP4","AKAP4..8852..y",0.2626279012374,0.05838436634648,"sp.Q5JQC9.AKAP4_HUMAN","AKAP4",0.773769966457148,0.0164177332802878
"320","AKAP5","AKAP5..9495..y",0.00144038896187787,0.165075435506128,"sp.P24588.AKAP5_HUMAN","AKAP5",0.299420454486868,0.0690192057996875
"321","AKAP6","AKAP6..9472..y",0.00524571428819941,0.14484948929579,"sp.Q13023.AKAP6_HUMAN","AKAP6",0.179788480305948,0.10186684861606
"322","AKAP7","AKAP7..9465..y",6.64672019494697e-07,0.25502832907137,"sp.Q9P0M2.AKA7G_HUMAN",NA,0.905649779349611,-0.0115391986889916
"323","AKAP8","AKAP8..10270..y",1.51817610960774e-34,0.579304545689662,"sp.O43823.AKAP8_HUMAN","AKAP8",2.02225988357911e-07,0.266203682309555
"324","AKAP8L","AKAP8L..26993..y",1.29859624580811e-26,0.516437953375504,"sp.Q9ULX6.AKP8L_HUMAN","AKAP8L",1.33123496030504e-07,0.270011798535706
"325","AKAP9","AKAP9..10142..y",7.19660931250146e-27,0.518690453536933,"sp.Q99996.2.AKAP9_HUMAN",NA,2.0470798728808e-15,0.396964085645986
